Name	Length	Count
D07-NF-R1	1000	68337
D07-NF-R1	1100	75630
D07-NF-R1	1200	81172
D07-NF-R1	1300	85521
D07-NF-R1	1400	88233
D07-NF-R1	1500	87980
D07-NF-R1	1600	86553
D07-NF-R1	1700	84634
D07-NF-R1	1800	80504
D07-NF-R1	1900	76729
D07-NF-R1	2000	72315
D07-NF-R1	2100	67936
D07-NF-R1	2200	63312
D07-NF-R1	2300	59098
D07-NF-R1	2400	55200
D07-NF-R1	2500	51855
D07-NF-R1	2600	48236
D07-NF-R1	2700	45447
D07-NF-R1	2800	42751
D07-NF-R1	2900	40865
D07-NF-R1	3000	39400
D07-NF-R1	3100	38478
D07-NF-R1	3200	37564
D07-NF-R1	3300	37603
D07-NF-R1	3400	38631
D07-NF-R1	3500	39539
D07-NF-R1	3600	41413
D07-NF-R1	3700	43110
D07-NF-R1	3800	45319
D07-NF-R1	3900	46736
D07-NF-R1	4000	48787
D07-NF-R1	4100	50577
D07-NF-R1	4200	52783
D07-NF-R1	4300	55102
D07-NF-R1	4400	53619
D07-NF-R1	4500	54376
D07-NF-R1	4600	53779
D07-NF-R1	4700	54495
D07-NF-R1	4800	54100
D07-NF-R1	4900	54926
D07-NF-R1	5000	53081
D07-NF-R1	5100	53058
D07-NF-R1	5200	52505
D07-NF-R1	5300	54826
D07-NF-R1	5400	51382
D07-NF-R1	5500	48883
D07-NF-R1	5600	47920
D07-NF-R1	5700	49427
D07-NF-R1	5800	45516
D07-NF-R1	5900	44556
D07-NF-R1	6000	43781
D07-NF-R1	6100	40905
D07-NF-R1	6200	40246
D07-NF-R1	6300	38364
D07-NF-R1	6400	36809
D07-NF-R1	6500	35100
D07-NF-R1	6600	33981
D07-NF-R1	6700	32722
D07-NF-R1	6800	31390
D07-NF-R1	6900	30465
D07-NF-R1	7000	28753
D07-NF-R1	7100	29539
D07-NF-R1	7200	27281
D07-NF-R1	7300	25434
D07-NF-R1	7400	24970
D07-NF-R1	7500	23063
D07-NF-R1	7600	23017
D07-NF-R1	7700	21756
D07-NF-R1	7800	20352
D07-NF-R1	7900	20264
D07-NF-R1	8000	18437
D07-NF-R1	8100	17410
D07-NF-R1	8200	16612
D07-NF-R1	8300	15824
D07-NF-R1	8400	14920
D07-NF-R1	8500	14224
D07-NF-R1	8600	13502
D07-NF-R1	8700	12749
D07-NF-R1	8800	12253
D07-NF-R1	8900	12703
D07-NF-R1	9000	11171
D07-NF-R1	9100	10549
D07-NF-R1	9200	9757
D07-NF-R1	9300	9294
D07-NF-R1	9400	8598
D07-NF-R1	9500	8337
D07-NF-R1	9600	7832
D07-NF-R1	9700	7203
D07-NF-R1	9800	6711
D07-NF-R1	9900	6615
D07-NF-R1	10000	6062
D07-NF-R1	10100	5704
D07-NF-R1	10200	5345
D07-NF-R1	10300	5183
D07-NF-R1	10400	4735
D07-NF-R1	10500	4569
D07-NF-R1	10600	4209
D07-NF-R1	10700	3925
D07-NF-R1	10800	3682
D07-NF-R1	10900	3455
D07-NF-R1	11000	3154
D07-NF-R1	11100	3001
D07-NF-R1	11200	2820
D07-NF-R1	11300	2723
D07-NF-R1	11400	2434
D07-NF-R1	11500	2287
D07-NF-R1	11600	2105
D07-NF-R1	11700	1998
D07-NF-R1	11800	1869
D07-NF-R1	11900	1742
D07-NF-R1	12000	1536
D07-NF-R1	12100	1476
D07-NF-R1	12200	1403
D07-NF-R1	12300	1279
D07-NF-R1	12400	1159
D07-NF-R1	12500	1161
D07-NF-R1	12600	1002
D07-NF-R1	12700	969
D07-NF-R1	12800	856
D07-NF-R1	12900	800
D07-NF-R1	13000	732
D07-NF-R1	13100	742
D07-NF-R1	13200	618
D07-NF-R1	13300	629
D07-NF-R1	13400	545
D07-NF-R1	13500	472
D07-NF-R1	13600	475
D07-NF-R1	13700	403
D07-NF-R1	13800	372
D07-NF-R1	13900	356
D07-NF-R1	14000	332
D07-NF-R1	14100	301
D07-NF-R1	14200	290
D07-NF-R1	14300	261
D07-NF-R1	14400	238
D07-NF-R1	14500	211
D07-NF-R1	14600	184
D07-NF-R1	14700	162
D07-NF-R1	14800	152
D07-NF-R1	14900	143
D07-NF-R1	15000	135
D07-NF-R1	15100	140
D07-NF-R1	15200	120
D07-NF-R1	15300	93
D07-NF-R1	15400	86
D07-NF-R1	15500	91
D07-NF-R1	15600	90
D07-NF-R1	15700	81
D07-NF-R1	15800	64
D07-NF-R1	15900	72
D07-NF-R1	16000	48
D07-NF-R1	16100	47
D07-NF-R1	16200	38
D07-NF-R1	16300	37
D07-NF-R1	16400	37
D07-NF-R1	16500	40
D07-NF-R1	16600	32
D07-NF-R1	16700	29
D07-NF-R1	16800	20
D07-NF-R1	16900	25
D07-NF-R1	17000	19
D07-NF-R1	17100	20
D07-NF-R1	17200	12
D07-NF-R1	17300	24
D07-NF-R1	17400	11
D07-NF-R1	17500	9
D07-NF-R1	17600	15
D07-NF-R1	17700	14
D07-NF-R1	17800	9
D07-NF-R1	17900	10
D07-NF-R1	18000	10
D07-NF-R1	18100	7
D07-NF-R1	18200	4
D07-NF-R1	18300	2
D07-NF-R1	18400	6
D07-NF-R1	18500	4
D07-NF-R1	18600	1
D07-NF-R1	18700	7
D07-NF-R1	18800	2
D07-NF-R1	18900	4
D07-NF-R1	19000	6
D07-NF-R1	19100	3
D07-NF-R1	19200	2
D07-NF-R1	19300	6
D07-NF-R1	19400	4
D07-NF-R1	19500	1
D07-NF-R1	19600	3
D07-NF-R1	19700	2
D07-NF-R1	19800	2
D07-NF-R1	19900	3
D07-NF-R1	20200	3
D07-NF-R1	20300	4
D07-NF-R1	20400	3
D07-NF-R1	20500	1
D07-NF-R1	20600	3
D07-NF-R1	20700	1
D07-NF-R1	20800	1
D07-NF-R1	21100	1
D07-NF-R1	21200	1
D07-NF-R1	21900	2
D07-NF-R1	22000	1
D07-NF-R1	22400	1
D07-NF-R1	22700	2
D07-NF-R1	23100	1
D07-NF-R1	24100	1
