Name	Length	Count
D05-NF-R1	0	773
D05-NF-R1	100	113989
D05-NF-R1	200	210007
D05-NF-R1	300	156983
D05-NF-R1	400	150558
D05-NF-R1	500	157746
D05-NF-R1	600	166673
D05-NF-R1	700	172006
D05-NF-R1	800	170870
D05-NF-R1	900	164719
D05-NF-R1	1000	153803
D05-NF-R1	1100	139866
D05-NF-R1	1200	127008
D05-NF-R1	1300	114431
D05-NF-R1	1400	103564
D05-NF-R1	1500	94235
D05-NF-R1	1600	85014
D05-NF-R1	1700	77966
D05-NF-R1	1800	71836
D05-NF-R1	1900	65768
D05-NF-R1	2000	60752
D05-NF-R1	2100	56372
D05-NF-R1	2200	52837
D05-NF-R1	2300	49111
D05-NF-R1	2400	46434
D05-NF-R1	2500	43478
D05-NF-R1	2600	43250
D05-NF-R1	2700	38141
D05-NF-R1	2800	36404
D05-NF-R1	2900	34425
D05-NF-R1	3000	32508
D05-NF-R1	3100	30894
D05-NF-R1	3200	29377
D05-NF-R1	3300	28145
D05-NF-R1	3400	26732
D05-NF-R1	3500	25248
D05-NF-R1	3600	24175
D05-NF-R1	3700	23188
D05-NF-R1	3800	22118
D05-NF-R1	3900	21897
D05-NF-R1	4000	20782
D05-NF-R1	4100	20611
D05-NF-R1	4200	19034
D05-NF-R1	4300	18252
D05-NF-R1	4400	17377
D05-NF-R1	4500	16847
D05-NF-R1	4600	15998
D05-NF-R1	4700	15721
D05-NF-R1	4800	14934
D05-NF-R1	4900	14560
D05-NF-R1	5000	14300
D05-NF-R1	5100	13298
D05-NF-R1	5200	13048
D05-NF-R1	5300	13032
D05-NF-R1	5400	12746
D05-NF-R1	5500	12932
D05-NF-R1	5600	11994
D05-NF-R1	5700	11665
D05-NF-R1	5800	11228
D05-NF-R1	5900	10736
D05-NF-R1	6000	10597
D05-NF-R1	6100	10326
D05-NF-R1	6200	10179
D05-NF-R1	6300	9710
D05-NF-R1	6400	9628
D05-NF-R1	6500	9220
D05-NF-R1	6600	8933
D05-NF-R1	6700	8677
D05-NF-R1	6800	8612
D05-NF-R1	6900	8500
D05-NF-R1	7000	8205
D05-NF-R1	7100	8384
D05-NF-R1	7200	7777
D05-NF-R1	7300	7591
D05-NF-R1	7400	7443
D05-NF-R1	7500	7131
D05-NF-R1	7600	7084
D05-NF-R1	7700	6927
D05-NF-R1	7800	6741
D05-NF-R1	7900	6708
D05-NF-R1	8000	6443
D05-NF-R1	8100	6405
D05-NF-R1	8200	6356
D05-NF-R1	8300	6222
D05-NF-R1	8400	6172
D05-NF-R1	8500	6103
D05-NF-R1	8600	5851
D05-NF-R1	8700	5808
D05-NF-R1	8800	5730
D05-NF-R1	8900	5510
D05-NF-R1	9000	5176
D05-NF-R1	9100	5134
D05-NF-R1	9200	5014
D05-NF-R1	9300	5160
D05-NF-R1	9400	4949
D05-NF-R1	9500	4877
D05-NF-R1	9600	4598
D05-NF-R1	9700	4634
D05-NF-R1	9800	4596
D05-NF-R1	9900	4413
D05-NF-R1	10000	4314
D05-NF-R1	10100	4247
D05-NF-R1	10200	4226
D05-NF-R1	10300	4195
D05-NF-R1	10400	4158
D05-NF-R1	10500	3929
D05-NF-R1	10600	3892
D05-NF-R1	10700	3849
D05-NF-R1	10800	3776
D05-NF-R1	10900	3583
D05-NF-R1	11000	3615
D05-NF-R1	11100	3589
D05-NF-R1	11200	3521
D05-NF-R1	11300	3457
D05-NF-R1	11400	3282
D05-NF-R1	11500	3319
D05-NF-R1	11600	3264
D05-NF-R1	11700	3208
D05-NF-R1	11800	3263
D05-NF-R1	11900	3126
D05-NF-R1	12000	3105
D05-NF-R1	12100	3049
D05-NF-R1	12200	2987
D05-NF-R1	12300	2885
D05-NF-R1	12400	2836
D05-NF-R1	12500	2791
D05-NF-R1	12600	2769
D05-NF-R1	12700	2829
D05-NF-R1	12800	2757
D05-NF-R1	12900	2760
D05-NF-R1	13000	2666
D05-NF-R1	13100	2598
D05-NF-R1	13200	2577
D05-NF-R1	13300	2434
D05-NF-R1	13400	2535
D05-NF-R1	13500	2470
D05-NF-R1	13600	2456
D05-NF-R1	13700	2451
D05-NF-R1	13800	2340
D05-NF-R1	13900	2248
D05-NF-R1	14000	2239
D05-NF-R1	14100	2257
D05-NF-R1	14200	2127
D05-NF-R1	14300	2141
D05-NF-R1	14400	2043
D05-NF-R1	14500	2181
D05-NF-R1	14600	2019
D05-NF-R1	14700	1971
D05-NF-R1	14800	2021
D05-NF-R1	14900	1982
D05-NF-R1	15000	1951
D05-NF-R1	15100	2017
D05-NF-R1	15200	1888
D05-NF-R1	15300	2039
D05-NF-R1	15400	1859
D05-NF-R1	15500	1860
D05-NF-R1	15600	1749
D05-NF-R1	15700	1777
D05-NF-R1	15800	1836
D05-NF-R1	15900	1791
D05-NF-R1	16000	1774
