Name	Length	Count
D06-NF-R1	0	873
D06-NF-R1	100	166853
D06-NF-R1	200	280179
D06-NF-R1	300	198788
D06-NF-R1	400	184053
D06-NF-R1	500	182000
D06-NF-R1	600	182386
D06-NF-R1	700	178481
D06-NF-R1	800	169472
D06-NF-R1	900	156445
D06-NF-R1	1000	141678
D06-NF-R1	1100	125880
D06-NF-R1	1200	110450
D06-NF-R1	1300	97516
D06-NF-R1	1400	86651
D06-NF-R1	1500	76982
D06-NF-R1	1600	68993
D06-NF-R1	1700	62161
D06-NF-R1	1800	55397
D06-NF-R1	1900	51028
D06-NF-R1	2000	46756
D06-NF-R1	2100	43030
D06-NF-R1	2200	39556
D06-NF-R1	2300	36905
D06-NF-R1	2400	34231
D06-NF-R1	2500	31541
D06-NF-R1	2600	29557
D06-NF-R1	2700	28921
D06-NF-R1	2800	26277
D06-NF-R1	2900	24999
D06-NF-R1	3000	23586
D06-NF-R1	3100	22418
D06-NF-R1	3200	21294
D06-NF-R1	3300	20083
D06-NF-R1	3400	19198
D06-NF-R1	3500	18187
D06-NF-R1	3600	17358
D06-NF-R1	3700	16643
D06-NF-R1	3800	16198
D06-NF-R1	3900	15468
D06-NF-R1	4000	14890
D06-NF-R1	4100	14379
D06-NF-R1	4200	14172
D06-NF-R1	4300	13479
D06-NF-R1	4400	12911
D06-NF-R1	4500	12340
D06-NF-R1	4600	12056
D06-NF-R1	4700	11807
D06-NF-R1	4800	11464
D06-NF-R1	4900	11061
D06-NF-R1	5000	10859
D06-NF-R1	5100	10358
D06-NF-R1	5200	10341
D06-NF-R1	5300	10052
D06-NF-R1	5400	9645
D06-NF-R1	5500	9622
D06-NF-R1	5600	9153
D06-NF-R1	5700	9130
D06-NF-R1	5800	8831
D06-NF-R1	5900	8834
D06-NF-R1	6000	8583
D06-NF-R1	6100	8452
D06-NF-R1	6200	8188
D06-NF-R1	6300	7880
D06-NF-R1	6400	7656
D06-NF-R1	6500	7786
D06-NF-R1	6600	7499
D06-NF-R1	6700	7309
D06-NF-R1	6800	7295
D06-NF-R1	6900	7090
D06-NF-R1	7000	6844
D06-NF-R1	7100	6989
D06-NF-R1	7200	6742
D06-NF-R1	7300	6799
D06-NF-R1	7400	6626
D06-NF-R1	7500	6527
D06-NF-R1	7600	6339
D06-NF-R1	7700	6289
D06-NF-R1	7800	6180
D06-NF-R1	7900	6083
D06-NF-R1	8000	5952
D06-NF-R1	8100	5836
D06-NF-R1	8200	5746
D06-NF-R1	8300	5743
D06-NF-R1	8400	5616
D06-NF-R1	8500	5633
D06-NF-R1	8600	5397
D06-NF-R1	8700	5435
D06-NF-R1	8800	5298
D06-NF-R1	8900	5203
D06-NF-R1	9000	5238
D06-NF-R1	9100	5154
D06-NF-R1	9200	5207
D06-NF-R1	9300	5076
D06-NF-R1	9400	4977
D06-NF-R1	9500	4875
D06-NF-R1	9600	4828
D06-NF-R1	9700	4722
D06-NF-R1	9800	4754
D06-NF-R1	9900	4673
D06-NF-R1	10000	4713
D06-NF-R1	10100	4556
D06-NF-R1	10200	4582
D06-NF-R1	10300	4537
D06-NF-R1	10400	4351
D06-NF-R1	10500	4351
D06-NF-R1	10600	4231
D06-NF-R1	10700	4185
D06-NF-R1	10800	4211
D06-NF-R1	10900	4152
D06-NF-R1	11000	4245
D06-NF-R1	11100	3991
D06-NF-R1	11200	3953
D06-NF-R1	11300	4008
D06-NF-R1	11400	3931
D06-NF-R1	11500	3950
D06-NF-R1	11600	3903
D06-NF-R1	11700	3907
D06-NF-R1	11800	3854
D06-NF-R1	11900	3732
D06-NF-R1	12000	3714
D06-NF-R1	12100	3657
D06-NF-R1	12200	3572
D06-NF-R1	12300	3542
D06-NF-R1	12400	3465
D06-NF-R1	12500	3508
D06-NF-R1	12600	3299
D06-NF-R1	12700	3458
D06-NF-R1	12800	3422
D06-NF-R1	12900	3241
D06-NF-R1	13000	3463
D06-NF-R1	13100	3244
D06-NF-R1	13200	3367
D06-NF-R1	13300	3214
D06-NF-R1	13400	3202
D06-NF-R1	13500	3109
D06-NF-R1	13600	3101
D06-NF-R1	13700	3078
D06-NF-R1	13800	3057
D06-NF-R1	13900	3047
D06-NF-R1	14000	3024
D06-NF-R1	14100	3034
D06-NF-R1	14200	2878
D06-NF-R1	14300	2877
D06-NF-R1	14400	2982
D06-NF-R1	14500	2872
D06-NF-R1	14600	2813
D06-NF-R1	14700	2762
D06-NF-R1	14800	2737
D06-NF-R1	14900	2788
D06-NF-R1	15000	2721
D06-NF-R1	15100	2689
D06-NF-R1	15200	2619
D06-NF-R1	15300	2564
D06-NF-R1	15400	2553
D06-NF-R1	15500	2609
D06-NF-R1	15600	2475
D06-NF-R1	15700	2557
D06-NF-R1	15800	2537
D06-NF-R1	15900	2467
D06-NF-R1	16000	2412
D06-NF-R1	16100	2438
D06-NF-R1	16200	2291
D06-NF-R1	16300	2321
D06-NF-R1	16400	2421
D06-NF-R1	16500	2339
D06-NF-R1	16600	2322
D06-NF-R1	16700	2211
D06-NF-R1	16800	2289
D06-NF-R1	16900	2208
D06-NF-R1	17000	2197
D06-NF-R1	17100	2184
D06-NF-R1	17200	2136
D06-NF-R1	17300	2177
D06-NF-R1	17400	2045
D06-NF-R1	17500	2045
D06-NF-R1	17600	1965
D06-NF-R1	17700	2058
D06-NF-R1	17800	1982
D06-NF-R1	17900	2036
D06-NF-R1	18000	2026
D06-NF-R1	18100	1898
D06-NF-R1	18200	1921
D06-NF-R1	18300	1860
D06-NF-R1	18400	1942
D06-NF-R1	18500	1804
D06-NF-R1	18600	1818
D06-NF-R1	18700	1912
D06-NF-R1	18800	1765
D06-NF-R1	18900	1745
D06-NF-R1	19000	1763
D06-NF-R1	19100	1790
D06-NF-R1	19200	1656
D06-NF-R1	19300	1669
D06-NF-R1	19400	1618
D06-NF-R1	19500	1669
D06-NF-R1	19600	1619
D06-NF-R1	19700	1573
D06-NF-R1	19800	1530
D06-NF-R1	19900	1575
D06-NF-R1	20000	1585
D06-NF-R1	20100	1530
D06-NF-R1	20200	1574
