Name	Length	Count
D07-NF-R1	0	1507
D07-NF-R1	100	384171
D07-NF-R1	200	595768
D07-NF-R1	300	326724
D07-NF-R1	400	267663
D07-NF-R1	500	244220
D07-NF-R1	600	229173
D07-NF-R1	700	213245
D07-NF-R1	800	194845
D07-NF-R1	900	174348
D07-NF-R1	1000	153334
D07-NF-R1	1100	132568
D07-NF-R1	1200	114520
D07-NF-R1	1300	99551
D07-NF-R1	1400	85412
D07-NF-R1	1500	75035
D07-NF-R1	1600	66374
D07-NF-R1	1700	58678
D07-NF-R1	1800	52818
D07-NF-R1	1900	46557
D07-NF-R1	2000	42712
D07-NF-R1	2100	38384
D07-NF-R1	2200	34910
D07-NF-R1	2300	31846
D07-NF-R1	2400	29258
D07-NF-R1	2500	27290
D07-NF-R1	2600	25004
D07-NF-R1	2700	23330
D07-NF-R1	2800	21451
D07-NF-R1	2900	19822
D07-NF-R1	3000	18823
D07-NF-R1	3100	17041
D07-NF-R1	3200	16289
D07-NF-R1	3300	15325
D07-NF-R1	3400	14296
D07-NF-R1	3500	13553
D07-NF-R1	3600	12691
D07-NF-R1	3700	12285
D07-NF-R1	3800	11359
D07-NF-R1	3900	10821
D07-NF-R1	4000	10425
D07-NF-R1	4100	9682
D07-NF-R1	4200	9379
D07-NF-R1	4300	8848
D07-NF-R1	4400	8372
D07-NF-R1	4500	7993
D07-NF-R1	4600	7865
D07-NF-R1	4700	7606
D07-NF-R1	4800	7059
D07-NF-R1	4900	6729
D07-NF-R1	5000	6512
D07-NF-R1	5100	6181
D07-NF-R1	5200	6048
D07-NF-R1	5300	5893
D07-NF-R1	5400	5623
D07-NF-R1	5500	5464
D07-NF-R1	5600	5110
D07-NF-R1	5700	5055
D07-NF-R1	5800	4939
D07-NF-R1	5900	4719
D07-NF-R1	6000	4699
D07-NF-R1	6100	4407
D07-NF-R1	6200	4308
D07-NF-R1	6300	4182
D07-NF-R1	6400	4022
D07-NF-R1	6500	3867
D07-NF-R1	6600	3789
D07-NF-R1	6700	3600
D07-NF-R1	6800	3562
D07-NF-R1	6900	3450
D07-NF-R1	7000	3359
D07-NF-R1	7100	3191
D07-NF-R1	7200	3113
D07-NF-R1	7300	3041
D07-NF-R1	7400	2935
D07-NF-R1	7500	2947
D07-NF-R1	7600	2866
D07-NF-R1	7700	2810
D07-NF-R1	7800	2606
D07-NF-R1	7900	2632
D07-NF-R1	8000	2523
D07-NF-R1	8100	2438
D07-NF-R1	8200	2383
D07-NF-R1	8300	2336
D07-NF-R1	8400	2228
D07-NF-R1	8500	2303
D07-NF-R1	8600	2176
D07-NF-R1	8700	2242
D07-NF-R1	8800	2166
D07-NF-R1	8900	2116
D07-NF-R1	9000	1937
D07-NF-R1	9100	2022
D07-NF-R1	9200	1861
D07-NF-R1	9300	1865
D07-NF-R1	9400	1796
D07-NF-R1	9500	1695
D07-NF-R1	9600	1634
D07-NF-R1	9700	1629
D07-NF-R1	9800	1636
D07-NF-R1	9900	1598
D07-NF-R1	10000	1497
D07-NF-R1	10100	1592
D07-NF-R1	10200	1534
D07-NF-R1	10300	1451
D07-NF-R1	10400	1400
D07-NF-R1	10500	1331
D07-NF-R1	10600	1369
D07-NF-R1	10700	1296
D07-NF-R1	10800	1336
D07-NF-R1	10900	1277
D07-NF-R1	11000	1272
D07-NF-R1	11100	1221
D07-NF-R1	11200	1243
D07-NF-R1	11300	1232
D07-NF-R1	11400	1259
D07-NF-R1	11500	1118
D07-NF-R1	11600	1118
D07-NF-R1	11700	1064
D07-NF-R1	11800	1096
D07-NF-R1	11900	1047
D07-NF-R1	12000	999
D07-NF-R1	12100	958
D07-NF-R1	12200	1024
D07-NF-R1	12300	968
D07-NF-R1	12400	1026
D07-NF-R1	12500	927
D07-NF-R1	12600	936
D07-NF-R1	12700	873
D07-NF-R1	12800	876
D07-NF-R1	12900	891
D07-NF-R1	13000	830
D07-NF-R1	13100	872
D07-NF-R1	13200	856
D07-NF-R1	13300	808
D07-NF-R1	13400	778
D07-NF-R1	13500	756
D07-NF-R1	13600	758
D07-NF-R1	13700	768
D07-NF-R1	13800	726
D07-NF-R1	13900	712
D07-NF-R1	14000	752
D07-NF-R1	14100	683
D07-NF-R1	14200	701
D07-NF-R1	14300	701
D07-NF-R1	14400	670
D07-NF-R1	14500	657
D07-NF-R1	14600	654
D07-NF-R1	14700	655
D07-NF-R1	14800	623
D07-NF-R1	14900	627
D07-NF-R1	15000	643
D07-NF-R1	15100	570
D07-NF-R1	15200	587
D07-NF-R1	15300	553
D07-NF-R1	15400	568
D07-NF-R1	15500	570
D07-NF-R1	15600	570
D07-NF-R1	15700	474
D07-NF-R1	15800	501
D07-NF-R1	15900	515
D07-NF-R1	16000	492
D07-NF-R1	16100	515
D07-NF-R1	16200	508
D07-NF-R1	16300	465
D07-NF-R1	16400	463
D07-NF-R1	16500	437
D07-NF-R1	16600	489
D07-NF-R1	16700	418
D07-NF-R1	16800	433
D07-NF-R1	16900	452
D07-NF-R1	17000	432
D07-NF-R1	17100	493
D07-NF-R1	17200	448
D07-NF-R1	17300	421
D07-NF-R1	17400	405
D07-NF-R1	17500	390
D07-NF-R1	17600	364
D07-NF-R1	17700	378
D07-NF-R1	17800	365
D07-NF-R1	17900	406
D07-NF-R1	18000	408
D07-NF-R1	18100	366
D07-NF-R1	18200	353
D07-NF-R1	18300	352
D07-NF-R1	18400	339
D07-NF-R1	18500	376
D07-NF-R1	18600	346
D07-NF-R1	18700	368
D07-NF-R1	18800	319
D07-NF-R1	18900	332
D07-NF-R1	19000	298
D07-NF-R1	19100	310
D07-NF-R1	19200	340
D07-NF-R1	19300	346
D07-NF-R1	19400	338
D07-NF-R1	19500	300
D07-NF-R1	19600	293
D07-NF-R1	19700	305
D07-NF-R1	19800	272
D07-NF-R1	19900	295
D07-NF-R1	20000	276
D07-NF-R1	20100	288
D07-NF-R1	20200	278
D07-NF-R1	20300	265
D07-NF-R1	20400	261
D07-NF-R1	20500	247
D07-NF-R1	20600	276
D07-NF-R1	20700	235
D07-NF-R1	20800	247
D07-NF-R1	20900	283
D07-NF-R1	21000	233
D07-NF-R1	21100	228
D07-NF-R1	21200	242
D07-NF-R1	21300	223
D07-NF-R1	21400	223
D07-NF-R1	21500	254
D07-NF-R1	21600	247
D07-NF-R1	21700	250
D07-NF-R1	21800	223
D07-NF-R1	21900	217
D07-NF-R1	22000	193
D07-NF-R1	22100	195
D07-NF-R1	22200	196
D07-NF-R1	22300	178
D07-NF-R1	22400	228
D07-NF-R1	22500	184
D07-NF-R1	22600	197
D07-NF-R1	22700	217
D07-NF-R1	22800	175
D07-NF-R1	22900	171
D07-NF-R1	23000	168
D07-NF-R1	23100	206
D07-NF-R1	23200	168
D07-NF-R1	23300	163
D07-NF-R1	23400	164
D07-NF-R1	23500	148
D07-NF-R1	23600	144
D07-NF-R1	23700	149
D07-NF-R1	23800	144
D07-NF-R1	23900	158
D07-NF-R1	24000	175
D07-NF-R1	24100	176
D07-NF-R1	24200	169
D07-NF-R1	24300	137
D07-NF-R1	24400	146
D07-NF-R1	24500	145
D07-NF-R1	24600	144
D07-NF-R1	24700	151
D07-NF-R1	24800	154
D07-NF-R1	24900	171
D07-NF-R1	25000	147
D07-NF-R1	25100	134
D07-NF-R1	25200	140
D07-NF-R1	25300	117
D07-NF-R1	25400	133
D07-NF-R1	25500	123
D07-NF-R1	25600	133
D07-NF-R1	25700	132
D07-NF-R1	25800	140
D07-NF-R1	25900	137
D07-NF-R1	26000	129
D07-NF-R1	26100	130
D07-NF-R1	26200	124
D07-NF-R1	26300	107
D07-NF-R1	26400	114
D07-NF-R1	26500	119
D07-NF-R1	26600	106
D07-NF-R1	26700	122
D07-NF-R1	26800	106
D07-NF-R1	26900	98
D07-NF-R1	27000	115
D07-NF-R1	27100	100
D07-NF-R1	27200	123
D07-NF-R1	27300	116
D07-NF-R1	27400	96
D07-NF-R1	27500	89
D07-NF-R1	27600	92
D07-NF-R1	27700	96
D07-NF-R1	27800	104
D07-NF-R1	27900	112
D07-NF-R1	28000	89
D07-NF-R1	28100	88
D07-NF-R1	28200	110
D07-NF-R1	28300	96
D07-NF-R1	28400	89
D07-NF-R1	28500	85
D07-NF-R1	28600	100
D07-NF-R1	28700	91
D07-NF-R1	28800	80
D07-NF-R1	28900	81
D07-NF-R1	29000	79
D07-NF-R1	29100	87
D07-NF-R1	29200	81
D07-NF-R1	29300	78
D07-NF-R1	29400	91
D07-NF-R1	29500	76
D07-NF-R1	29600	81
D07-NF-R1	29700	66
D07-NF-R1	29800	75
D07-NF-R1	29900	78
D07-NF-R1	30000	86
D07-NF-R1	30100	87
D07-NF-R1	30200	73
D07-NF-R1	30300	67
D07-NF-R1	30400	60
