short_D01-NF-R1_100.fa	1111.2039374053509
short_D01-NF-R1_106.fa	964.5257654966393
short_D01-NF-R1_112_sub.fa	901.2775024777008
short_D01-NF-R1_116.fa	979.6276595744681
short_D01-NF-R1_121.fa	961.4818986323411
short_D01-NF-R1_14.fa	1033.7972665148063
short_D01-NF-R1_15_sub.fa	909.706304868316
short_D01-NF-R1_23.fa	980.9555865921787
short_D01-NF-R1_25.fa	935.0911764705883
short_D01-NF-R1_29_sub.fa	946.1484474691621
short_D01-NF-R1_31_sub.fa	822.0712979890311
short_D01-NF-R1_34.fa	890.1278898180029
short_D01-NF-R1_36_sub.fa	894.2530534351145
short_D01-NF-R1_44.fa	1042.3859416445623
short_D01-NF-R1_55.fa	1048.906385616863
short_D01-NF-R1_64.fa	1010.7211111111111
short_D01-NF-R1_65_sub.fa	961.4285019455253
short_D01-NF-R1_69.fa	724.2073669849932
short_D01-NF-R1_73.fa	974.1502347417841
short_D01-NF-R1_79_sub.fa	814.0505671077505
short_D01-NF-R1_80.fa	989.3538669064748
short_D01-NF-R1_96.fa	896.9745145631068
short_D01-NF-R1_97.fa	878.4738933030648
short_D01-NF-R1_bin.109_sub.fa	1162.3288270377734
short_D01-NF-R1_bin.121_sub.fa	959.1221198156682
short_D01-NF-R1_bin.21_sub.fa	938.269658886894
short_D01-NF-R1_bin.26.fa	951.7492697176242
short_D01-NF-R1_bin.30.fa	933.4069585613761
short_D01-NF-R1_bin.37.fa	971.8420275590552
short_D01-NF-R1_bin.49.fa	1067.472275334608
short_D01-NF-R1_bin.61.fa	962.1407035175879
short_D01-NF-R1_bin.68_sub.fa	1081.2723214285713
short_D01-NF-R1_bin.72.fa	978.9528250137137
short_D01-NF-R1_bin.73.fa	844.5555555555555
short_D01-NF-R1_bin.77.fa	913.8109305760709
short_D01-NF-R1_bin.7.fa	1012.1764938662445
short_D01-NF-R1_bin.8.fa	1043.0397672162949
short_D01-NF-R1_maxbin.002_sub.fa	937.4536628420124
short_D01-NF-R1_maxbin.003_sub.fa	956.8623326959847
short_D01-NF-R1_maxbin.004.fa	943.0991253644315
short_D01-NF-R1_maxbin.006_sub.fa	1082.0122358175752
short_D01-NF-R1_maxbin.007_sub.fa	944.5989562424729
short_D01-NF-R1_maxbin.010_sub.fa	1030.71589958159
short_D01-NF-R1_maxbin.014.fa	962.7436459246276
short_D01-NF-R1_maxbin.019.fa	1073.8597842835131
short_D01-NF-R1_maxbin.021.fa	982.2269087026161
short_D01-NF-R1_maxbin.027_sub.fa	939.425855513308
short_D01-NF-R1_maxbin.029.fa	989.7275933000294
short_D01-NF-R1_maxbin.033_sub.fa	892.5923881464265
short_D01-NF-R1_maxbin.037.fa	1057.3309460987562
short_D01-NF-R1_maxbin.080_sub.fa	885.1246290801187
short_D02-NF-R2_105_sub.fa	885.2333571939871
short_D02-NF-R2_106.fa	971.608497723824
short_D02-NF-R2_115_sub.fa	628.3042304230423
short_D02-NF-R2_119_sub.fa	992.7441037735849
short_D02-NF-R2_25_sub.fa	1053.7472868217055
short_D02-NF-R2_33_sub.fa	981.4626358695652
short_D02-NF-R2_46.fa	937.3910081743869
short_D02-NF-R2_49.fa	1057.0365073391042
short_D02-NF-R2_50.fa	904.1510204081633
short_D02-NF-R2_55_sub.fa	1014.5020712510357
short_D02-NF-R2_60.fa	1008.7044917257683
short_D02-NF-R2_68_sub.fa	703.8434579439253
short_D02-NF-R2_72.fa	825.6947155839785
short_D02-NF-R2_82_sub.fa	986.3121837290774
short_D02-NF-R2_89.fa	873.1831395348837
short_D02-NF-R2_93.fa	812.6016713091922
short_D02-NF-R2_99.fa	984.2726246472248
short_D02-NF-R2_bin.101_sub.fa	995.7799472295515
short_D02-NF-R2_bin.104_sub.fa	870.0826057756884
short_D02-NF-R2_bin.105.fa	935.3921232876712
short_D02-NF-R2_bin.12.fa	966.6327272727273
short_D02-NF-R2_bin.17.fa	955.0817102137768
short_D02-NF-R2_bin.52.fa	982.5050041701418
short_D02-NF-R2_bin.54.fa	948.7563401292889
short_D02-NF-R2_bin.61_sub.fa	1006.8073529411764
short_D02-NF-R2_bin.68_sub.fa	974.7124645892351
short_D02-NF-R2_bin.76.fa	962.7108013937283
short_D02-NF-R2_bin.77.fa	1117.502425222312
short_D02-NF-R2_bin.8.fa	883.9439252336449
short_D02-NF-R2_bin.91_sub.fa	1002.8615951742628
short_D02-NF-R2_bin.93_sub.fa	953.299421965318
short_D02-NF-R2_bin.94.fa	1043.9377990430621
short_D02-NF-R2_bin.98.fa	1047.521144278607
short_D02-NF-R2_maxbin.003_sub.fa	1003.1716259298619
short_D02-NF-R2_maxbin.005_sub.fa	979.7113970588235
short_D02-NF-R2_maxbin.008.fa	959.9882005899705
short_D02-NF-R2_maxbin.009.fa	966.1827836780324
short_D02-NF-R2_maxbin.012.fa	948.0330243337196
short_D02-NF-R2_maxbin.014.fa	995.2642613359337
short_D02-NF-R2_maxbin.016.fa	1070.9137380191694
